,text,human_wrote
"['@Pink', ':', 'Hello', 'Pink', ',', 'wanted', 'let', 'know', 'missed', 'seeing', 'time', 'sad', 'heard', 'Burswood']",1
"['@noele6277', 'beyond', 'proud', '@30SECONDSTOMARS', 'everything', 'stand', '!', ""can't"", 'even', 'express', 'words', '!', '#marsiscoming']",1
"['@leah_lyman', 'lmao', 'funniest', 'kid', 'know', '.', 'well', ',', 'kinda', 'know', '.', 'Lol']",1
"['@chiniehdiaz', 'oh', '!', 'great', 'things', 'come', 'age', '.']",1
"['finished', 'tuition', ',', 'hairdressers', '&', 'hungry']",1
"['@ShakeYourRump', ""I'm"", 'good', ""I've"", 'started', 'exams', '.', ""'"", 'bout', 'hun', ':]', '?']",1
"['@dfcook', 'LMAO', '!', '!', '!', 'course', ',', 'firmly', 'believe', 'many', 'similarities', '...', 'cept', 'adore', 'u']",1
"['gotta', 'get', 'soon', 'n', 'take', 'kids', 'game', '.', 'ughhhh']",1
"['@grooveshark', 'Anyway', 'make', 'songs', 'listen', 'Grooveshark', 'scrobbled', 'Last.fm', '?', 'Love', 'site', 'though', '!']",1
"['..', ""what's"", 'going', 'USA', '?', 'discoverd', 'Robert', 'Pattinson', 'blues', 'singer', 'let', 'mi', 'sign', 'beautiful', '<3']",1
"['@eyeampenelope', 'text', 'trying', 'apologize', '...', ',', 'shared', 'phone', 'number', 'twitter', '...']",1
"['@aliyaki', 'Weirdly', 'plane', 'Sunday', 'night', 'going', 'Melbourne', ',', 'never', 'plane', '.', 'worried', '*', 'hugs', '*']",1
"['Hot', 'Pocket', '?', '...', 'think', '!', '!', '!', '(', ""I'm"", 'bored', 'sitting', 'alone', 'watching', 'movie', '.', '=/', '.', 'lameness', '!', ')']",1
"['Beijo', 'fallowerss']",1
"[""i'm"", 'getting', 'ready', 'work', ',', '&', ""hair's"", 'looking', 'great', 'today', '!']",1
"['depressed', 'sleep', '.', 'leaving', 'SF', 'leave', 'NYC']",1
"['@RealHughJackman', 'saw', 'movie', '!', 'role', 'Wolverine', 'heart-stoppingly', 'amazing', 'really', 'enjoyed', 'watching', '!', 'Thank', '!']",1
"['fuck', ';', 'want', 'tell', 'feel', '.', ""can't"", '-', 'sigh', '-']",1
"['ICT', '...', 'School', 'photos', 'next', 'Need', 'hair', '!']",1
"['Tomorrows', 'last', 'day', 'ever', 'grammar', 'school', '.', ""I'm"", 'really', 'really', 'sad', '.']",1
"['party', 'FOOOODD']",1
"['Rain', 'Rain', 'go', 'away', '!', '!']",1
"['@jameswickham', 'May', '-', 'guys', 'good', '-', 'think', 'Melvyn', 'impressed', '...', 'giggle']",1
"['Hi', ""I'm"", 'new', ',', ""I'm"", 'listenin', 'Indica', 'mo']",1
"['@FragileBubble', 'ahh', '...', '*', 'jealous', '*', 'xD', 'sounds', 'good', 'especially', 'painting', 'part', ',', 'painted', 'days', 'ago', 'thank', '!']",1
"['Alert', 'n', 'awake', '.', 'Bout', 'head', 'head', 'n', 'make', 'brunch']",1
"['Could', 'eat', '1/2', 'pizza', 'breadsticks', 'food', 'coma', '5', '.', '4', '.', '3', '.', '2', '. . . .']",1
"['@figureskatenews', 'Yeah', ',', 'consistency', 'kind', 'sucks']",1
"['Yummo', ',', 'coffee', ""Milano's"", '(', '2', ')', 'breakfast', '!', 'Back', 'work', '.', 'See', ""y'all"", 'later', '!']",1
"['Going', 'take', 'shower', ',', ""I'll"", 'get', 'ready', 'birthday', 'tomorrow', '!', 'Everyone', 'remember', 'greet', '!']",1
['@itsangelcarter'],1
"['waking', '.', 'dont', 'know', ""I'm"", 'gunna', 'today', '.', 'might', 'wash', 'cars', 'w', '/', 'Paula', 'pretty', 'hot', ""I'm"", 'sure', '.', 'nothing', 'tv', '...', 'UGH', '!']",1
"['@tobitai', '?', ""that's"", 'sad', ',', 'looking', 'forward', 'watching', 'tomorrow', 'evening']",1
"['@tchetelat', 'much', 'Tweetie', '.', 'jive', ',', 'looked', 'Tweetie', '.', ""Can't"", 'use', 'either', ',', 'iPhone', '.']",1
"['@otterale', 'Oh', 'bad', 'bad', 'man', '!', 'tipping', 'hours', '!', '!', 'new', 'hairdo', 'whats', 'got', 'wet', 'look', 'cute', '!', '!']",1
"['Helping', 'infamous', '""', 'Weirdo', 'Mansion', '""', 'today', '.', ""Here's"", 'cheerful', 'part', 'crew', '.', 'http://twitpic.com/66swx']",1
"['DJAM', 'download', 'work', 'anybody', '?', 'tried', 'twice', 'music']",1
"['lmfao', ',', 'love', 'people']",1
"['@lollipop26', 'perfect', 'lip', 'liner', 'wear', 'shades', 'l', '/', '.', 'ever', 'need', 'anything', 'else', 'let', 'know', '!']",1
"['@joeymcintyre', '-', 'thank', 'god', 'u', 'r', '!', 'need', 'hugs', ',', 'jon', 'saying', 'nasty', 'things', '&', 'making', 'us', 'cry']",1
"['Boys', 'suck', '!']",1
"['@sunnybrooke1207', 'Thanks', 'concern', ',', ""I'm"", 'great', '!', 'late', 'sat', 'back', 'row', 'children']",1
"['@bowerm', 'run', '@MarathonMaritza', 'heart', 'push', '!']",1
"['even', 'bother']",1
"['Biscuit', 'gravy', 'baby', 'something', 'delicious', 'make', 'uncomfortable', '?']",1
"['@NiaBassett', 'must', 'end', ',', 'see', 'everyone', 'x']",1
"['@QUEENIE909', 'hum', 'nice', '1', '!', 'lol', 'take', 'something', '..', 'LOL', 'yeah', 'party', ',', 'haha', 'u', 'kno', 'drunk', ""ass's"", 'b', 'seeing', '@', 'Janets', 'party', '?', '?']",1
"['@InfiniteP', 'sure', '...', ""I'm"", 'steadily', 'trying', 'convince', 'family', 'buy', 'houses', 'come', 'live', 'us', '...', 'Cgy', 'low', 'list']",1
"['misplaced', 'cell', 'phone', '.', ""i'm"", 'pretty', 'sure', 'realzeez', 'lost', ',', 'dead', ""can't"", 'simply', 'call', 'find', ':', ""'"", ""'"", '(']",1
"['ugh', 'found', 'house', 'really', 'liked', 'today', 'market', '4', 'days', '!', 'guess', '-', 'got', 'sold', 'already', '!']",1
"['@sofialegend', 'suck', 'ok', 'tell', 'one', 'thing', 'please', 'famous', 'person']",1
"['mommy', 'goes', 'week', 'Haizzz', '.', 'think', 'sad', '.']",1
"['@maiaArae', 'lol', ',', 'one', 'left', '3', ',', 'reason', 'kept', 'getting', 'lost', 'back', 'pages', 'shop']",1
"['@Woth2982', '@DDsBoston', '@Bostongrlkayte', 'going', 'sunny', '11', 'Celcius', 'Friday', 'sunny', '15', 'Saturday', 'sweet']",1
"['Sad', 'tonight', '.', 'know', 'want', 'sammy', 'ok', '.']",1
"['@SkkynDream', 'bets', 'start', '$', '50', '.', ""That's"", 'much', 'white', 'girl', 'swallow', 'get', 'full']",1
"['Learning', 'use', 'ophthalmoscope', '!']",1
